text,label,department
Harassment incident reported at River Side; request police action and investigation. Please consider for future maintenance This has been ongoing for weeks.,later,crime
Drinking water supply has been stopped for days in Sector 5. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. This requires immediate attention We request a technician visit during office hours.,urgent,water
Harassment incident reported at Temple Street; request police action and investigation. Families and elderly are affected. Please look into this Please coordinate with the local ward member.,neutral,crime
Traffic signals at 5th Cross are non-functional leading to congestion and safety issues. Please look into this,neutral,roads
Collapsed boundary wall at Block A is a safety risk to children and pedestrians. Children and patients are particularly impacted. Request to address when possible,neutral,civil
"Dirty water is coming from the tap in Near School. Suspect contamination near the supply source. Children and patients are particularly impacted. Not urgent, can wait",later,water
Suspicious persons and petty crimes reported near Block A; streetlights and patrol needed. Kindly investigate the matter,neutral,crime
Garbage collection is irregular in Sector 5; heaps of waste attract pests and foul smell. Children and patients are particularly impacted. This requires immediate attention,urgent,sanitation
Collapsed boundary wall at 5th Cross is a safety risk to children and pedestrians. Request to address when possible,neutral,civil
Public toilets at Block A are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. Routine attention is fine,later,sanitation
Proposal to improve sewage overflow in city in future plans.,later,water
"There is continuous leakage from the main pipeline on Old Bus Stand, causing low water pressure and contamination concerns. Families and elderly are affected. Can be scheduled later",later,water
A burst water pipe at Lake Road floods the road and affects nearby homes. This is an emergency We request a technician visit during office hours.,urgent,water
"Harassment incident reported at River Side; request police action and investigation. Children and patients are particularly impacted. Not urgent, can wait We request a technician visit during office hours.",later,crime
